"iid","iparentid","cpath","ilevel","iposition","ichildrencount"
"1059","1056","RC-Models-Hobbies/RC-Toys/Car-Toys","3",null,null
"1060","1056","RC-Models-Hobbies/RC-Toys/Car-Toys-Parts","3",null,null
"1061","1056","RC-Models-Hobbies/RC-Toys/Boat-Toys","3",null,null
"1062","1056","RC-Models-Hobbies/RC-Toys/Boat-Toys-Parts","3",null,null
"1063","1056","RC-Models-Hobbies/RC-Toys/Other-Toys","3",null,null
"1064","993","RC-Models-Hobbies/FPV-system","2",null,null
"1065","1064","RC-Models-Hobbies/FPV-system/Image-Transmission","3",null,null
"1066","1064","RC-Models-Hobbies/FPV-system/FPV-Gimbal","3",null,null
"1067","1064","RC-Models-Hobbies/FPV-system/Other-FPV-Parts","3",null,null
"1068","993","RC-Models-Hobbies/Fight-Control-System","2",null,null
"1069","1068","RC-Models-Hobbies/Fight-Control-System/Flight-Controllers","3",null,null
"1070","1068","RC-Models-Hobbies/Fight-Control-System/GPS-Module","3",null,null
"1071","1068","RC-Models-Hobbies/Fight-Control-System/Other-Flight-Control-Parts","3",null,null
"1072","993","RC-Models-Hobbies/Multicopter","2",null,null
"1073","1072","RC-Models-Hobbies/Multicopter/Multicopter-Propellers","3",null,null
"1074","1072","RC-Models-Hobbies/Multicopter/Multicopter-Frame","3",null,null
"1075","1072","RC-Models-Hobbies/Multicopter/Multicopter-Electronic-Parts","3",null,null
"1076","1072","RC-Models-Hobbies/Multicopter/Multicopter-Other-Parts","3",null,null
"1077","993","RC-Models-Hobbies/Airplane","2",null,null
"1078","1077","RC-Models-Hobbies/Airplane/Airplane-Propellers","3",null,null
"1079","1077","RC-Models-Hobbies/Airplane/Airplane-Tires","3",null,null
"1080","1077","RC-Models-Hobbies/Airplane/Other-Airplane-Parts","3",null,null
"1081","993","RC-Models-Hobbies/Car","2",null,null
"1082","1081","RC-Models-Hobbies/Car/RC-Car","3",null,null
"1083","1081","RC-Models-Hobbies/Car/Car-Tires","3",null,null
"1084","1081","RC-Models-Hobbies/Car/ZD-Racing-Parts","3",null,null
"1085","1081","RC-Models-Hobbies/Car/Yikong-Parts","3",null,null
"1086","1081","RC-Models-Hobbies/Car/Other-Car-Parts","3",null,null
"1087","993","RC-Models-Hobbies/Helicopter","2",null,null
"1088","1087","RC-Models-Hobbies/Helicopter/RC-Helicopter","3",null,null
"1089","1087","RC-Models-Hobbies/Helicopter/Helicopter-Blades","3",null,null
"1090","1087","RC-Models-Hobbies/Helicopter/Helicopter-Frame","3",null,null
"1091","1087","RC-Models-Hobbies/Helicopter/Other-Helicopter-Parts","3",null,null
"1092","993","RC-Models-Hobbies/General-Electrinic-Parts","2",null,null
"1093","1092","RC-Models-Hobbies/General-Electrinic-Parts/Motor","3",null,null
"1094","1092","RC-Models-Hobbies/General-Electrinic-Parts/ESC","3",null,null
"1095","1092","RC-Models-Hobbies/General-Electrinic-Parts/Servo","3",null,null
"1096","1092","RC-Models-Hobbies/General-Electrinic-Parts/Cables-Plugs","3",null,null
"1097","1092","RC-Models-Hobbies/General-Electrinic-Parts/Other-Electrinic-Parts","3",null,null
"1098","993","RC-Models-Hobbies/Transmitter-Receiver","2",null,null
"1099","1098","RC-Models-Hobbies/Transmitter-Receiver/RadioLink-Transmitter-Receiver","3",null,null
"1100","1098","RC-Models-Hobbies/Transmitter-Receiver/FlySky-Transmitter-Receiver","3",null,null
"1101","1098","RC-Models-Hobbies/Transmitter-Receiver/Other-Transmitter-Receiver","3",null,null
"1102","1098","RC-Models-Hobbies/Transmitter-Receiver/Simulator","3",null,null
"1103","1098","RC-Models-Hobbies/Transmitter-Receiver/Other-TX-RX-Parts","3",null,null
"1104","993","RC-Models-Hobbies/RC-Model-Battery","2",null,null
"1105","1104","RC-Models-Hobbies/RC-Model-Battery/Andoer-Series","3",null,null
"1106","1104","RC-Models-Hobbies/RC-Model-Battery/YKS-Series","3",null,null
"1107","1104","RC-Models-Hobbies/RC-Model-Battery/Lion-Power-Series","3",null,null
"1108","1104","RC-Models-Hobbies/RC-Model-Battery/Other-RC-Battery","3",null,null
"1109","993","RC-Models-Hobbies/Charger","2",null,null
"1110","1109","RC-Models-Hobbies/Charger/Charger-Adaptor","3",null,null
"1111","1109","RC-Models-Hobbies/Charger/Other-Charger-Parts","3",null,null
"1112","993","RC-Models-Hobbies/RC-Tools-Tester","2",null,null
"1113","1112","RC-Models-Hobbies/RC-Tools-Tester/RC-Tools","3",null,null
"1114","1112","RC-Models-Hobbies/RC-Tools-Tester/Other-General-Tools","3",null,null
"1115","1112","RC-Models-Hobbies/RC-Tools-Tester/Voltage-Tester","3",null,null
"1116","1112","RC-Models-Hobbies/RC-Tools-Tester/Servo-Tester","3",null,null
"1117","1112","RC-Models-Hobbies/RC-Tools-Tester/Propeller-Blades-Tester","3",null,null
"1118","1112","RC-Models-Hobbies/RC-Tools-Tester/Other-Tester","3",null,null
"1119",null,"Toys-Games","1",null,null
"1120","1119","Toys-Games/Baby-Toys","2",null,null
"1121","1120","Toys-Games/Baby-Toys/Play-Mats","3",null,null
"1122","1120","Toys-Games/Baby-Toys/Baby-Books","3",null,null
"1123","1120","Toys-Games/Baby-Toys/Baby-Rattles","3",null,null
"1124","1119","Toys-Games/Classic-Toys","2",null,null
"1125","1124","Toys-Games/Classic-Toys/Balloons","3",null,null
"1126","1124","Toys-Games/Classic-Toys/Pretend-Play","3",null,null
"1127","1124","Toys-Games/Classic-Toys/Bath-Toy","3",null,null
"1128","1124","Toys-Games/Classic-Toys/Spinning-Tops","3",null,null
"1129","1124","Toys-Games/Classic-Toys/Stickers","3",null,null
"1130","1124","Toys-Games/Classic-Toys/Yoyos","3",null,null
"1131","1124","Toys-Games/Classic-Toys/Noise-Maker","3",null,null
"1132","1124","Toys-Games/Classic-Toys/Kaleidoscope","3",null,null
"1133","1124","Toys-Games/Classic-Toys/TV-Movie-Character-Models","3",null,null
"1134","1124","Toys-Games/Classic-Toys/Toy-Vehicles","3",null,null
"1135","1124","Toys-Games/Classic-Toys/Models-Building-Toy","3",null,null
"1136","1124","Toys-Games/Classic-Toys/Animation-Models","3",null,null
"1137","1124","Toys-Games/Classic-Toys/Windmill","3",null,null
"1138","1119","Toys-Games/Dolls-Stuffed-Toys","2",null,null
"1139","1138","Toys-Games/Dolls-Stuffed-Toys/Doll-Houses","3",null,null
"1140","1138","Toys-Games/Dolls-Stuffed-Toys/Dolls","3",null,null
"1141","1138","Toys-Games/Dolls-Stuffed-Toys/Stuffed-Animals-Plush","3",null,null
"1142","1138","Toys-Games/Dolls-Stuffed-Toys/Puppets","3",null,null
"1143","1138","Toys-Games/Dolls-Stuffed-Toys/Plush-Backpacks","3",null,null
"1144","1138","Toys-Games/Dolls-Stuffed-Toys/Stuffed-Plush-Plants","3",null,null
"1145","1119","Toys-Games/Electronic-Toys","2",null,null
"1146","1145","Toys-Games/Electronic-Toys/Electronic-Pets","3",null,null
"1147","1145","Toys-Games/Electronic-Toys/Toy-Cameras","3",null,null
"1148","1145","Toys-Games/Electronic-Toys/Toy-Phones","3",null,null
"1149","1145","Toys-Games/Electronic-Toys/Toy-Walkie-Talkies","3",null,null
"1150","1119","Toys-Games/Learning-Education","2",null,null
"1151","1150","Toys-Games/Learning-Education/Drawing-Toys","3",null,null
"1152","1150","Toys-Games/Learning-Education/Learning-Machines","3",null,null
"1153","1150","Toys-Games/Learning-Education/Math-Toys","3",null,null
"1154","1150","Toys-Games/Learning-Education/Magic-Magician-Supplies","3",null,null
"1155","1150","Toys-Games/Learning-Education/DIY-Toys","3",null,null
"1156","1150","Toys-Games/Learning-Education/Puzzles-Intelligent","3",null,null
"1157","1150","Toys-Games/Learning-Education/Playdough","3",null,null
"1158","1119","Toys-Games/Novelty-Toys","2",null,null
"1159","1158","Toys-Games/Novelty-Toys/Joke-Monsters-Toys","3",null,null
"1160","1158","Toys-Games/Novelty-Toys/Glow-in-the-Dark-Toys","3",null,null
"1161","1158","Toys-Games/Novelty-Toys/Solar-Toys","3",null,null
"1162","1119","Toys-Games/Outdoor-Fun-Sports","2",null,null
"1163","1162","Toys-Games/Outdoor-Fun-Sports/Bubbles","3",null,null
"1164","1162","Toys-Games/Outdoor-Fun-Sports/Fishing-Toys","3",null,null
"1165","1162","Toys-Games/Outdoor-Fun-Sports/Flying-Disk-Arrow","3",null,null
"1166","1162","Toys-Games/Outdoor-Fun-Sports/Inflatable-Bouncers","3",null,null
"1167","1162","Toys-Games/Outdoor-Fun-Sports/Kites-Accessories","3",null,null
"1168","1162","Toys-Games/Outdoor-Fun-Sports/Ride-On-Toys","3",null,null
"1169","1162","Toys-Games/Outdoor-Fun-Sports/Toy-Balls","3",null,null
"1170","1162","Toys-Games/Outdoor-Fun-Sports/Toy-Guns","3",null,null
"1171","1162","Toys-Games/Outdoor-Fun-Sports/Toy-Swings","3",null,null
"1172","1162","Toys-Games/Outdoor-Fun-Sports/Toy-Tents","3",null,null
"1173","1119","Toys-Games/Video-Games","2",null,null
"1174","1173","Toys-Games/Video-Games/Accessories-for-Nintedo-Wii","3",null,null
"1175","1173","Toys-Games/Video-Games/Accessories-for-NDSL-NDSI","3",null,null
"1176","1173","Toys-Games/Video-Games/Accessories-for-Xbox-36-","3",null,null
"1177","1173","Toys-Games/Video-Games/Accessories-for-SONY-PS3","3",null,null
"1178","1173","Toys-Games/Video-Games/Accessories-for-SONY-PSP","3",null,null
"1179","1173","Toys-Games/Video-Games/Accessories-for-SONY-PS2","3",null,null
"1180","1173","Toys-Games/Video-Games/Accessories-for-PC","3",null,null
"1181","1173","Toys-Games/Video-Games/Accessories-for-PSP-GO","3",null,null
"1182","1173","Toys-Games/Video-Games/China-Game-Console","3",null,null
"1183","1173","Toys-Games/Video-Games/Accessories-for-GBA","3",null,null
"1184","1173","Toys-Games/Video-Games/Nintendo-3DS-Accessories","3",null,null
"1185","1173","Toys-Games/Video-Games/Accessories-for-Xbox-One","3",null,null
"1186",null,"Musical-Instruments","1",null,null
"1187","1186","Musical-Instruments/Brands","2",null,null
"1188","1187","Musical-Instruments/Brands/NUX","3",null,null
"1189","1187","Musical-Instruments/Brands/Cherub","3",null,null
"1190","1187","Musical-Instruments/Brands/Musedo","3",null,null
"1191","1187","Musical-Instruments/Brands/JOYO","3",null,null
"1192","1187","Musical-Instruments/Brands/Dr-J","3",null,null
"1193","1187","Musical-Instruments/Brands/Aroma","3",null,null
"1194","1187","Musical-Instruments/Brands/Caline","3",null,null
"1195","1187","Musical-Instruments/Brands/ENO","3",null,null
"1196","1187","Musical-Instruments/Brands/Flanger","3",null,null
"1197","1187","Musical-Instruments/Brands/Fzone","3",null,null
"1198","1187","Musical-Instruments/Brands/Alice","3",null,null
"1199","1187","Musical-Instruments/Brands/Meideal","3",null,null
"1200","1186","Musical-Instruments/Strings","2",null,null
"1201","1200","Musical-Instruments/Strings/Guitar-Accessories","3",null,null
"1202","1200","Musical-Instruments/Strings/Guitars","3",null,null
"1203","1200","Musical-Instruments/Strings/Electric-Guitars","3",null,null
"1204","1200","Musical-Instruments/Strings/Ukuleles","3",null,null
"1205","1200","Musical-Instruments/Strings/Electric-Bass","3",null,null
"1206","1200","Musical-Instruments/Strings/Violin-Accessories","3",null,null
"1207","1200","Musical-Instruments/Strings/Violins","3",null,null
"1208","1200","Musical-Instruments/Strings/Violas-Cellos","3",null,null
"1209","1200","Musical-Instruments/Strings/Parts-Accessories","3",null,null
"1210","1186","Musical-Instruments/Woodwinds","2",null,null
"1211","1210","Musical-Instruments/Woodwinds/Saxophones","3",null,null
"1212","1210","Musical-Instruments/Woodwinds/Harmonicas","3",null,null
"1213","1210","Musical-Instruments/Woodwinds/Flutes-Piccolos","3",null,null
"1214","1210","Musical-Instruments/Woodwinds/Clarinet-Oboes","3",null,null
"1215","1210","Musical-Instruments/Woodwinds/Ocarinas","3",null,null
"1216","1210","Musical-Instruments/Woodwinds/Parts-Accessories","3",null,null
"1217","1186","Musical-Instruments/Brass","2",null,null
"1218","1217","Musical-Instruments/Brass/Trumpets","3",null,null
"1219","1217","Musical-Instruments/Brass/Cornets","3",null,null
"1220","1217","Musical-Instruments/Brass/Trombones","3",null,null
"1221","1217","Musical-Instruments/Brass/French-Horns","3",null,null
"1222","1217","Musical-Instruments/Brass/Tubas","3",null,null
"1223","1217","Musical-Instruments/Brass/Parts-Accessories","3",null,null
"1224","1186","Musical-Instruments/Drums-Percussion","2",null,null
"1225","1224","Musical-Instruments/Drums-Percussion/Snare-Drums-Bass-Drums","3",null,null
"1226","1224","Musical-Instruments/Drums-Percussion/Drum-Sets","3",null,null
"1227","1224","Musical-Instruments/Drums-Percussion/Timpanis","3",null,null
"1228","1224","Musical-Instruments/Drums-Percussion/Xylophones","3",null,null
"1229","1224","Musical-Instruments/Drums-Percussion/Triangles","3",null,null
"1230","1224","Musical-Instruments/Drums-Percussion/Tambourines","3",null,null
"1231","1224","Musical-Instruments/Drums-Percussion/Castanets","3",null,null
"1232","1224","Musical-Instruments/Drums-Percussion/Maracas","3",null,null
"1233","1224","Musical-Instruments/Drums-Percussion/Parts-Accessories","3",null,null
"1234","1186","Musical-Instruments/Keyboards-Pianos","2",null,null
"1235","1234","Musical-Instruments/Keyboards-Pianos/Pianos","3",null,null
"1236","1234","Musical-Instruments/Keyboards-Pianos/Accordions","3",null,null
"1237","1234","Musical-Instruments/Keyboards-Pianos/Electronic-Keyboards","3",null,null
"1238","1234","Musical-Instruments/Keyboards-Pianos/Parts-Accessories","3",null,null
"1239","1186","Musical-Instruments/Pro-Audio-Equipment","2",null,null
"1240","1239","Musical-Instruments/Pro-Audio-Equipment/Microphones","3",null,null
"1241","1239","Musical-Instruments/Pro-Audio-Equipment/Stands-Holders","3",null,null
"1242","1239","Musical-Instruments/Pro-Audio-Equipment/Speakers-Bullhorns","3",null,null
"1243","1239","Musical-Instruments/Pro-Audio-Equipment/Cables-Interconnects","3",null,null
"1244","1239","Musical-Instruments/Pro-Audio-Equipment/Amplifiers","3",null,null
"1245","1239","Musical-Instruments/Pro-Audio-Equipment/DJ-Accessories","3",null,null
"1246","1239","Musical-Instruments/Pro-Audio-Equipment/Pop-Filters","3",null,null
"1247",null,"Video-Audio","1",null,null
"1248","1247","Video-Audio/HD-Player","2",null,null
"1249","1248","Video-Audio/HD-Player/Android-TV-Player-Box","3",null,null
"1250","1248","Video-Audio/HD-Player/Digital-Mdeia-Receivers","3",null,null
"1251","1248","Video-Audio/HD-Player/Satellite-Receivers","3",null,null
"1252","1248","Video-Audio/HD-Player/Receivers","3",null,null
"1253","1248","Video-Audio/HD-Player/HDD-Media-Players","3",null,null
"1254","1248","Video-Audio/HD-Player/Other-Multi-Media-Video-Player","3",null,null
"1255","1247","Video-Audio/Karaoke","2",null,null
"1256","1255","Video-Audio/Karaoke/Microphone-Mic-for-Karaoke","3",null,null
"1257","1255","Video-Audio/Karaoke/Speakers-Subwoofers","3",null,null
"1258","1255","Video-Audio/Karaoke/Karaoke-Player-for-PC-Phone","3",null,null
"1259","1247","Video-Audio/Projector-Accessories","2",null,null
"1260","1259","Video-Audio/Projector-Accessories/Home-Theater-Projectors","3",null,null
"1261","1259","Video-Audio/Projector-Accessories/Portable-Projectors","3",null,null
"1262","1259","Video-Audio/Projector-Accessories/LCD-Projectors","3",null,null
"1263","1259","Video-Audio/Projector-Accessories/Overhead-Projector","3",null,null
"1264","1247","Video-Audio/3D-Glasses-Video-Glasses","2",null,null
"1265","1264","Video-Audio/3D-Glasses-Video-Glasses/DIY-Google-Cardboard-3D-Glasses","3",null,null
"1266","1264","Video-Audio/3D-Glasses-Video-Glasses/Virtual-Video-Glasses","3",null,null
"1267","1247","Video-Audio/A-V-Accessories-Cables","2",null,null
"1268","1267","Video-Audio/A-V-Accessories-Cables/Audio-Cables-Connecoors","3",null,null
"1269","1267","Video-Audio/A-V-Accessories-Cables/Video-Splitters-Switches","3",null,null
"1270","1267","Video-Audio/A-V-Accessories-Cables/TV-Accessories","3",null,null
"1271","1267","Video-Audio/A-V-Accessories-Cables/HDMI-Cables-Adapters","3",null,null
"1272","1267","Video-Audio/A-V-Accessories-Cables/Toslink-Optical-Cables","3",null,null
"1273","1267","Video-Audio/A-V-Accessories-Cables/VGA-Cables","3",null,null
"1274","1267","Video-Audio/A-V-Accessories-Cables/S-Video-Cables","3",null,null
"1275","1267","Video-Audio/A-V-Accessories-Cables/DVI-Cables","3",null,null
"1276","1267","Video-Audio/A-V-Accessories-Cables/AV-Cables","3",null,null
"1277","1267","Video-Audio/A-V-Accessories-Cables/RCA-Connectors","3",null,null
"1278","1247","Video-Audio/Batteries-Chargers","2",null,null
"1279","1278","Video-Audio/Batteries-Chargers/Batteries","3",null,null
"1280","1278","Video-Audio/Batteries-Chargers/Chargers-Adapters","3",null,null
"1281","1278","Video-Audio/Batteries-Chargers/Solar-Charger","3",null,null
"1282","1247","Video-Audio/DVD-Player","2",null,null
"1283","1247","Video-Audio/Wireless-Display-Dongle","2",null,null
"1284","1247","Video-Audio/Satellite-Receiver","2",null,null
"1285","1247","Video-Audio/Speakers-Subwoofers","2",null,null
"1286","1247","Video-Audio/Radios","2",null,null
"1287","1247","Video-Audio/CD-Players-Recorders","2",null,null
"1288","1247","Video-Audio/MP3-MP4-MP5-Players","2",null,null
"1289","1247","Video-Audio/CD-Players-Recorders","2",null,null
"1290","1247","Video-Audio/Other-Consumer-Electronics","2",null,null
"1291","1247","Video-Audio/Digital-Video-Recorders","2",null,null
